Gen;	BestValidFit;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
50000;	0.164238;	57 0.154984 0.246252;	44 0.15533 0.177975;	58 0.15559 0.220196;	51 0.155599 0.171724;	
52500;	0.164238;	61 0.151645 0.231248;	54 0.152073 0.190039;	48 0.153731 0.253686;	55 0.154246 0.220196;	
55000;	0.164238;	54 0.149295 0.192589;	61 0.151645 0.231248;	54 0.152073 0.190039;	60 0.152451 0.200454;	
57500;	0.164238;	57 0.147603 0.206616;	54 0.149295 0.192589;	59 0.150054 0.177975;	61 0.151645 0.231248;	
60000;	0.164238;	57 0.147603 0.206616;	54 0.148799 0.253686;	54 0.149295 0.192589;	59 0.150054 0.177975;	
62500;	0.164238;	51 0.145933 0.213618;	54 0.146018 0.200454;	57 0.147603 0.206616;	54 0.148799 0.253686;	
65000;	0.164238;	54 0.143465 0.221297;	51 0.145933 0.213618;	54 0.146018 0.200454;	64 0.147051 0.190039;	
67500;	0.164238;	54 0.143465 0.221297;	51 0.145933 0.213618;	54 0.146018 0.200454;	64 0.147051 0.190039;	
70000;	0.164238;	54 0.143465 0.221297;	58 0.145041 0.231248;	51 0.145933 0.213618;	54 0.146018 0.200454;	
72500;	0.164238;	57 0.142531 0.202727;	54 0.143465 0.221297;	58 0.145041 0.231248;	55 0.1454 0.190039;	
75000;	0.164238;	57 0.142531 0.202727;	57 0.143208 0.177975;	54 0.143465 0.221297;	58 0.145041 0.231248;	
77500;	0.164238;	57 0.142531 0.202727;	57 0.143208 0.177975;	54 0.143465 0.221297;	60 0.143805 0.231248;	
80000;	0.164238;	57 0.142531 0.202727;	57 0.143208 0.177975;	54 0.143465 0.221297;	60 0.143805 0.231248;	
82500;	0.164238;	61 0.138532 0.212499;	57 0.142531 0.202727;	59 0.142623 0.213618;	57 0.143208 0.177975;	
85000;	0.160612;	61 0.131454 0.160612;	61 0.138532 0.212499;	61 0.141631 0.190039;	61 0.141687 0.200454;	
87500;	0.160612;	61 0.131454 0.160612;	61 0.138532 0.212499;	61 0.141631 0.190039;	61 0.141687 0.200454;	
90000;	0.160612;	61 0.131454 0.160612;	61 0.138532 0.212499;	58 0.1396 0.202727;	57 0.141093 0.190039;	
92500;	0.160612;	61 0.131454 0.160612;	57 0.134327 0.202727;	60 0.138431 0.190039;	61 0.138532 0.212499;	
95000;	0.160612;	61 0.131454 0.160612;	59 0.131554 0.212499;	63 0.131997 0.177975;	57 0.134327 0.202727;	
97500;	0.146132;	56 0.130887 0.146132;	59 0.131454 0.177975;	59 0.131554 0.212499;	57 0.131892 0.190039;	
100000;	0.145225;	63 0.121056 0.168954;	65 0.128689 0.212499;	60 0.130238 0.145225;	56 0.130887 0.146132;	
102500;	0.145225;	63 0.121056 0.168954;	65 0.128689 0.212499;	64 0.129856 0.190039;	60 0.130238 0.145225;	
105000;	0.145225;	63 0.121056 0.168954;	65 0.128689 0.212499;	64 0.129856 0.190039;	60 0.130238 0.145225;	
107500;	0.145225;	63 0.121056 0.168954;	66 0.125554 0.146132;	65 0.128689 0.212499;	64 0.129856 0.190039;	
110000;	0.145225;	63 0.121056 0.168954;	66 0.125554 0.146132;	59 0.127013 0.190039;	59 0.128514 0.200454;	
112500;	0.145225;	60 0.118658 0.172801;	61 0.121056 0.190039;	66 0.125554 0.146132;	59 0.127013 0.190039;	
115000;	0.145225;	58 0.118658 0.172801;	61 0.121056 0.190039;	66 0.125554 0.146132;	59 0.127013 0.190039;	
117500;	0.145225;	56 0.118658 0.172801;	61 0.119151 0.190039;	55 0.121056 0.190039;	66 0.125554 0.146132;	
120000;	0.145225;	56 0.118658 0.172801;	61 0.119151 0.190039;	55 0.121056 0.190039;	62 0.121802 0.146132;	
122500;	0.145225;	54 0.118658 0.172801;	54 0.119062 0.231248;	61 0.119151 0.190039;	54 0.119603 0.146132;	
125000;	0.145225;	61 0.11797 0.170715;	56 0.118246 0.190039;	50 0.118658 0.172801;	54 0.119062 0.231248;	
127500;	0.145225;	58 0.117379 0.171994;	61 0.11797 0.170715;	56 0.118246 0.190039;	50 0.118658 0.172801;	
130000;	0.145225;	60 0.117301 0.171372;	58 0.117379 0.171994;	52 0.11777 0.146132;	61 0.117953 0.231248;	
132500;	0.145225;	58 0.117301 0.171372;	58 0.117379 0.171994;	52 0.11777 0.146132;	61 0.117776 0.231248;	
135000;	0.145225;	57 0.117301 0.171372;	58 0.117333 0.231248;	55 0.117379 0.190039;	52 0.11777 0.146132;	
137500;	0.112935;	61 0.112513 0.112935;	56 0.117219 0.169327;	55 0.117301 0.171372;	58 0.117333 0.231248;	
140000;	0.112935;	61 0.112513 0.112935;	62 0.113017 0.171372;	59 0.115063 0.146132;	58 0.116646 0.146132;	
142500;	0.111445;	54 0.110946 0.113065;	59 0.11136 0.111445;	53 0.112369 0.115482;	61 0.112513 0.112935;	
145000;	0.110848;	54 0.107857 0.110848;	53 0.110262 0.111445;	54 0.110946 0.113065;	58 0.111072 0.231248;	
147500;	0.109469;	57 0.106401 0.109469;	59 0.107546 0.110523;	54 0.107857 0.110848;	53 0.108391 0.111445;	
150000;	0.10575;	55 0.104225 0.10575;	58 0.105779 0.171372;	53 0.105852 0.110848;	57 0.106401 0.109469;	
152500;	0.104985;	60 0.102171 0.153421;	56 0.102487 0.104985;	55 0.104225 0.10575;	58 0.105779 0.171372;	
155000;	0.104985;	60 0.102171 0.153421;	56 0.102487 0.104985;	55 0.104225 0.10575;	58 0.105779 0.171372;	
157500;	0.102804;	66 0.0858885 0.146676;	54 0.100119 0.102804;	67 0.101385 0.190039;	60 0.102171 0.153421;	
160000;	0.102804;	66 0.0858885 0.146676;	65 0.0932557 0.190039;	55 0.0982204 0.10575;	59 0.099411 0.110848;	
162500;	0.102804;	66 0.0858885 0.146676;	65 0.0932557 0.190039;	64 0.0947875 0.110848;	60 0.0958815 0.231248;	
165000;	0.102804;	66 0.0858885 0.146676;	65 0.0932557 0.190039;	64 0.0947875 0.110848;	60 0.0958815 0.231248;	
167500;	0.102804;	63 0.0858885 0.146676;	65 0.0932557 0.190039;	69 0.0932835 0.153421;	67 0.0933493 0.104985;	
170000;	0.102804;	63 0.0858885 0.146676;	68 0.0892343 0.104985;	64 0.0919748 0.10575;	67 0.0926067 0.110848;	
172500;	0.102804;	63 0.0858885 0.146676;	70 0.0861072 0.110848;	68 0.0892343 0.104985;	62 0.0899474 0.110848;	
175000;	0.102804;	63 0.0851274 0.139909;	66 0.0857479 0.110848;	69 0.0858168 0.142513;	63 0.0858885 0.146676;	
177500;	0.102804;	59 0.0842576 0.135528;	64 0.0847857 0.157656;	63 0.0851274 0.139909;	66 0.0857479 0.110848;	
180000;	0.102804;	59 0.0842576 0.135528;	64 0.0847857 0.157656;	63 0.0851274 0.139909;	67 0.0854437 0.146676;	
182500;	0.102804;	59 0.0842576 0.135528;	64 0.0847857 0.157656;	62 0.0851274 0.146676;	70 0.0852298 0.146676;	
185000;	0.102804;	70 0.0842422 0.135678;	59 0.0842576 0.135528;	59 0.0844565 0.146676;	64 0.0847857 0.157656;	
187500;	0.102804;	64 0.0842198 0.135599;	66 0.0842422 0.135678;	59 0.0842576 0.135528;	57 0.0842647 0.157656;	
190000;	0.102804;	63 0.0842174 0.135595;	64 0.0842198 0.135599;	67 0.0842237 0.135528;	64 0.0842422 0.157656;	
192500;	0.102804;	63 0.0842174 0.135595;	64 0.0842198 0.135599;	56 0.0842223 0.135528;	67 0.0842237 0.135528;	
195000;	0.102804;	63 0.0842174 0.135595;	62 0.0842198 0.135528;	56 0.0842223 0.135528;	64 0.0842237 0.135528;	
197500;	0.102804;	58 0.0842174 0.135595;	57 0.0842198 0.135528;	53 0.0842223 0.135528;	64 0.0842237 0.135528;	
200000;	0.102804;	59 0.0842155 0.135587;	58 0.0842174 0.135595;	57 0.0842198 0.135528;	53 0.0842223 0.135528;	
202500;	0.102804;	59 0.0842155 0.135587;	55 0.0842174 0.135528;	57 0.0842198 0.135528;	53 0.0842223 0.135528;	
205000;	0.102804;	57 0.0842155 0.135587;	55 0.0842174 0.135528;	57 0.0842198 0.135528;	63 0.0842202 0.135528;	
207500;	0.102804;	58 0.0842018 0.136181;	56 0.0842155 0.135587;	52 0.0842174 0.135528;	55 0.0842198 0.135528;	
210000;	0.102804;	58 0.0842018 0.136181;	53 0.0842155 0.135528;	52 0.0842174 0.135528;	54 0.0842198 0.135528;	
212500;	0.102804;	58 0.0842018 0.136181;	53 0.0842155 0.135528;	52 0.0842174 0.135528;	69 0.0842195 0.135528;	
215000;	0.102804;	58 0.0839443 0.140312;	58 0.0842018 0.136181;	53 0.0842155 0.135528;	52 0.0842174 0.135528;	
217500;	0.102804;	61 0.0838542 0.13517;	58 0.0839443 0.140312;	59 0.0841549 0.135528;	58 0.0842018 0.136181;	
220000;	0.102804;	61 0.0838542 0.13517;	58 0.0839418 0.136181;	58 0.0839443 0.140312;	53 0.0841488 0.135528;	
222500;	0.102804;	63 0.0838151 0.151252;	61 0.0838542 0.13517;	61 0.0838836 0.135528;	64 0.0839227 0.135528;	
225000;	0.102804;	65 0.0835081 0.135009;	64 0.0837691 0.135528;	63 0.0838151 0.151252;	59 0.083831 0.135528;	
227500;	0.102804;	65 0.0835081 0.135009;	60 0.0835226 0.135528;	64 0.0837691 0.135528;	63 0.0838151 0.151252;	
230000;	0.102804;	65 0.0835081 0.135009;	60 0.0835226 0.135528;	68 0.0835425 0.135528;	63 0.0836816 0.135528;	
232500;	0.102804;	57 0.0829347 0.138609;	65 0.0829974 0.137423;	59 0.0830506 0.135528;	62 0.0831078 0.135528;	
235000;	0.102804;	62 0.0812796 0.137235;	69 0.081291 0.135528;	71 0.0815793 0.135009;	70 0.0817025 0.138609;	
237500;	0.102804;	60 0.0807174 0.135525;	65 0.0808872 0.134969;	64 0.0810203 0.135528;	60 0.0812639 0.136469;	
240000;	0.102804;	67 0.0802587 0.134337;	65 0.0807073 0.135528;	60 0.0807174 0.135525;	62 0.0808779 0.136181;	
242500;	0.102804;	60 0.0802587 0.134337;	67 0.0805125 0.137423;	65 0.0805763 0.137235;	65 0.0807073 0.135528;	
245000;	0.102804;	70 0.0802185 0.135712;	65 0.0802455 0.134913;	65 0.0802542 0.137235;	60 0.0802587 0.134337;	
247500;	0.102804;	70 0.0802185 0.135712;	65 0.0802455 0.134913;	65 0.0802542 0.137235;	60 0.0802587 0.134337;	
250000;	0.102804;	74 0.0802129 0.13623;	70 0.0802185 0.135712;	65 0.0802455 0.134913;	66 0.0802461 0.135528;	
Best: Len=54; Trn=0.100119; Val=0.102804; Tst=0.109434;

2500;	0.205606;	18 0.203377 0.205891;	15 0.203887 0.205606;	20 0.205122 0.134913;	15 0.205579 0.205891;	
5000;	0.205606;	18 0.203377 0.205891;	15 0.203887 0.205606;	20 0.205122 0.134913;	21 0.205175 0.134913;	
7500;	0.205606;	19 0.203377 0.205891;	18 0.203377 0.205891;	21 0.203585 0.205891;	15 0.203887 0.205606;	
10000;	0.205577;	26 0.201866 0.206318;	26 0.202327 0.205891;	20 0.203074 0.205577;	25 0.203229 0.205606;	
12500;	0.205577;	26 0.201866 0.206318;	26 0.202327 0.205891;	20 0.203074 0.205577;	25 0.203229 0.205606;	
15000;	0.205577;	26 0.201866 0.206318;	26 0.202327 0.205891;	20 0.203074 0.205577;	25 0.203229 0.205606;	
17500;	0.197202;	32 0.198142 0.197202;	35 0.201155 0.198882;	26 0.201866 0.206318;	26 0.202327 0.205891;	
20000;	0.197202;	32 0.198142 0.197202;	27 0.200078 0.205577;	35 0.201155 0.198882;	26 0.201866 0.206318;	
22500;	0.195474;	38 0.175652 0.423623;	29 0.196359 0.195474;	35 0.197654 0.205577;	32 0.198142 0.197202;	
25000;	0.195474;	38 0.175652 0.423623;	44 0.18308 0.205891;	44 0.187103 0.205606;	39 0.195748 0.198882;	
27500;	0.179289;	40 0.165557 0.179289;	40 0.171448 0.776009;	45 0.174892 0.433253;	38 0.175652 0.423623;	
30000;	0.169697;	44 0.162853 0.169744;	49 0.162855 0.169697;	48 0.163317 0.776009;	40 0.165557 0.179289;	
32500;	0.169697;	42 0.162853 0.169744;	49 0.162855 0.169697;	48 0.163317 0.776009;	47 0.163374 0.179289;	
35000;	0.169697;	51 0.15384 0.189612;	55 0.156482 0.179289;	43 0.1614 0.169744;	50 0.162166 0.423623;	
37500;	0.169697;	48 0.148909 0.213292;	46 0.153795 0.169744;	51 0.15384 0.189612;	55 0.156482 0.179289;	
40000;	0.169697;	48 0.148909 0.213292;	46 0.153795 0.169744;	51 0.15384 0.189612;	51 0.155705 0.423623;	
42500;	0.169697;	48 0.148909 0.213292;	58 0.149513 0.169697;	53 0.153634 0.423623;	46 0.153795 0.169744;	
45000;	0.169697;	62 0.144263 0.178818;	48 0.148909 0.213292;	52 0.149216 0.169744;	58 0.149513 0.169697;	
47500;	0.169697;	53 0.144263 0.178818;	56 0.146398 0.423623;	59 0.147299 0.179289;	54 0.147374 0.169744;	
50000;	0.169697;	53 0.144263 0.178818;	53 0.144263 0.178818;	56 0.146398 0.423623;	59 0.147299 0.179289;	
52500;	0.169697;	51 0.144263 0.178818;	53 0.144263 0.178818;	56 0.146398 0.423623;	59 0.147299 0.179289;	
55000;	0.169697;	54 0.142802 0.175045;	50 0.144263 0.189612;	52 0.144263 0.179289;	60 0.145502 0.189612;	
57500;	0.169697;	54 0.142802 0.175045;	49 0.144263 0.179289;	51 0.144263 0.189612;	52 0.144752 0.189612;	
60000;	0.169697;	49 0.142802 0.175045;	50 0.142802 0.189612;	48 0.144263 0.189612;	51 0.144263 0.189612;	
62500;	0.169697;	61 0.14148 0.196037;	49 0.142802 0.175045;	48 0.142802 0.189612;	48 0.144263 0.189612;	
65000;	0.169697;	61 0.14148 0.196037;	44 0.142802 0.189612;	40 0.142802 0.189612;	54 0.143602 0.189612;	
67500;	0.169697;	61 0.14148 0.196037;	44 0.142802 0.189612;	40 0.142802 0.189612;	54 0.143602 0.189612;	
70000;	0.169697;	61 0.14148 0.196037;	49 0.141864 0.189612;	58 0.142616 0.189612;	44 0.142802 0.189612;	
72500;	0.169697;	54 0.14148 0.196037;	49 0.141864 0.189612;	58 0.142616 0.189612;	43 0.142802 0.189612;	
75000;	0.169697;	63 0.14148 0.196037;	54 0.14148 0.196037;	49 0.141864 0.189612;	58 0.142616 0.189612;	
77500;	0.169697;	55 0.14148 0.196037;	54 0.14148 0.196037;	49 0.141864 0.189612;	58 0.142616 0.189612;	
80000;	0.169697;	54 0.14148 0.196037;	54 0.14148 0.196037;	49 0.141864 0.189612;	53 0.142616 0.189612;	
82500;	0.140436;	61 0.138646 0.140436;	51 0.14148 0.189612;	53 0.14148 0.189612;	63 0.141545 0.189612;	
85000;	0.140436;	61 0.138646 0.140436;	51 0.14148 0.189612;	53 0.14148 0.189612;	63 0.141545 0.189612;	
87500;	0.140436;	61 0.138646 0.140436;	62 0.141461 0.189612;	51 0.14148 0.189612;	51 0.14148 0.189612;	
90000;	0.137227;	59 0.136889 0.137227;	59 0.138646 0.189612;	60 0.140781 0.189612;	62 0.141461 0.189612;	
92500;	0.137227;	63 0.136889 0.137227;	59 0.136889 0.137227;	54 0.138646 0.189612;	61 0.140485 0.189612;	
95000;	0.137227;	63 0.136889 0.137227;	59 0.136889 0.137227;	55 0.138646 0.189612;	54 0.138646 0.189612;	
97500;	0.137227;	61 0.131443 0.154223;	58 0.136889 0.189612;	59 0.136889 0.137227;	55 0.138646 0.189612;	
100000;	0.137227;	61 0.131443 0.154223;	58 0.136889 0.189612;	58 0.136889 0.189612;	55 0.138646 0.189612;	
102500;	0.137227;	61 0.131443 0.154223;	61 0.134305 0.189612;	55 0.134537 0.189612;	52 0.136889 0.189612;	
105000;	0.137227;	61 0.131443 0.154223;	61 0.134305 0.189612;	55 0.134537 0.189612;	60 0.13479 0.189612;	
107500;	0.137227;	51 0.131443 0.154223;	58 0.134305 0.189612;	55 0.134537 0.189612;	60 0.13479 0.189612;	
110000;	0.137227;	51 0.131443 0.154223;	58 0.131753 0.189612;	59 0.131915 0.189612;	59 0.13197 0.189612;	
112500;	0.137227;	51 0.131443 0.154223;	58 0.131753 0.189612;	59 0.131915 0.189612;	50 0.13197 0.189612;	
115000;	0.137227;	51 0.131443 0.154223;	58 0.131753 0.189612;	59 0.131789 0.189612;	59 0.131915 0.189612;	
117500;	0.137227;	55 0.131387 0.140219;	49 0.131443 0.189612;	58 0.131753 0.189612;	59 0.131789 0.189612;	
120000;	0.137227;	55 0.131002 0.146653;	51 0.131387 0.140219;	49 0.131443 0.189612;	58 0.131753 0.189612;	
122500;	0.137227;	57 0.130119 0.142159;	53 0.131002 0.146653;	51 0.131387 0.140219;	49 0.131443 0.189612;	
125000;	0.137227;	57 0.130119 0.142159;	55 0.130613 0.140219;	54 0.130764 0.189612;	53 0.131002 0.146653;	
127500;	0.137227;	59 0.128823 0.137642;	64 0.129777 0.189612;	54 0.130119 0.142159;	55 0.130613 0.140219;	
130000;	0.137227;	59 0.128823 0.137642;	54 0.129777 0.189612;	59 0.129855 0.189612;	48 0.130119 0.140219;	
132500;	0.137227;	59 0.128823 0.137642;	53 0.129777 0.140219;	59 0.129855 0.189612;	48 0.130119 0.140219;	
135000;	0.137227;	57 0.128823 0.137642;	61 0.129262 0.140219;	53 0.129777 0.140219;	59 0.129855 0.189612;	
137500;	0.137227;	51 0.128823 0.137642;	59 0.12887 0.189612;	64 0.129095 0.189612;	61 0.129262 0.140219;	
140000;	0.137227;	51 0.128823 0.137642;	59 0.12887 0.189612;	58 0.128972 0.189612;	63 0.129017 0.140219;	
142500;	0.137227;	63 0.128803 0.1382;	50 0.128823 0.189612;	57 0.12887 0.140219;	58 0.128972 0.189612;	
145000;	0.137227;	59 0.128799 0.14083;	63 0.128803 0.1382;	50 0.128823 0.189612;	57 0.12887 0.140219;	
147500;	0.137227;	59 0.128799 0.14083;	63 0.128803 0.1382;	50 0.128823 0.189612;	57 0.12887 0.140219;	
150000;	0.137227;	59 0.128775 0.140224;	59 0.128799 0.14083;	63 0.128803 0.1382;	50 0.128823 0.189612;	
152500;	0.137227;	57 0.128775 0.140224;	55 0.128799 0.189612;	63 0.128803 0.1382;	50 0.128823 0.189612;	
155000;	0.137227;	64 0.128774 0.140004;	57 0.128775 0.140224;	54 0.128799 0.189612;	63 0.128803 0.1382;	
157500;	0.137227;	64 0.128774 0.140004;	57 0.128775 0.140224;	54 0.128799 0.189612;	62 0.128803 0.189612;	
160000;	0.137227;	56 0.128774 0.140004;	52 0.128775 0.189612;	54 0.128799 0.189612;	61 0.128803 0.189612;	
162500;	0.137227;	56 0.128774 0.140004;	50 0.128775 0.189612;	49 0.128784 0.189612;	54 0.128799 0.189612;	
165000;	0.137227;	56 0.128636 0.146143;	53 0.128774 0.189612;	50 0.128775 0.189612;	49 0.128784 0.189612;	
167500;	0.137227;	56 0.128636 0.146143;	53 0.128774 0.189612;	50 0.128775 0.189612;	55 0.128775 0.189612;	
170000;	0.137227;	56 0.128636 0.146143;	53 0.128774 0.189612;	50 0.128775 0.189612;	55 0.128775 0.189612;	
172500;	0.137227;	60 0.126186 0.141536;	56 0.128636 0.146143;	48 0.128774 0.189612;	50 0.128775 0.189612;	
175000;	0.137227;	60 0.126186 0.141536;	56 0.128636 0.146143;	48 0.128774 0.189612;	61 0.128774 0.189612;	
177500;	0.137227;	60 0.126186 0.141536;	56 0.128636 0.146143;	48 0.128774 0.189612;	61 0.128774 0.189612;	
180000;	0.137227;	60 0.126186 0.141536;	56 0.128636 0.146143;	61 0.128663 0.189612;	48 0.128774 0.189612;	
182500;	0.131181;	60 0.124589 0.131181;	60 0.126186 0.141536;	51 0.127558 0.189612;	61 0.12764 0.146143;	
185000;	0.131181;	60 0.124589 0.131181;	60 0.126186 0.141536;	60 0.126373 0.189612;	63 0.126566 0.189612;	
187500;	0.131181;	60 0.124589 0.131181;	61 0.12591 0.146143;	60 0.126186 0.141536;	60 0.126373 0.189612;	
190000;	0.131181;	60 0.124589 0.131181;	62 0.124627 0.141536;	56 0.124969 0.189612;	63 0.125338 0.189612;	
192500;	0.130959;	60 0.124538 0.130959;	60 0.124589 0.131181;	62 0.124627 0.141536;	56 0.124969 0.189612;	
195000;	0.128421;	63 0.12418 0.128421;	60 0.124538 0.130959;	60 0.124589 0.131181;	62 0.124627 0.141536;	
197500;	0.128421;	63 0.12418 0.128421;	62 0.124345 0.189612;	60 0.124538 0.130959;	60 0.124589 0.131181;	
200000;	0.128421;	63 0.12418 0.128421;	62 0.124345 0.189612;	60 0.124412 0.189612;	60 0.124538 0.130959;	
202500;	0.128421;	63 0.12418 0.128421;	62 0.124345 0.189612;	60 0.124412 0.189612;	60 0.124538 0.130959;	
205000;	0.128421;	56 0.12418 0.128421;	62 0.124345 0.189612;	60 0.124412 0.189612;	60 0.124538 0.130959;	
207500;	0.125748;	67 0.123953 0.125748;	56 0.12418 0.128421;	62 0.124345 0.189612;	62 0.124369 0.189612;	
210000;	0.125748;	61 0.123953 0.125748;	56 0.12418 0.128421;	62 0.124345 0.189612;	62 0.124369 0.189612;	
212500;	0.125748;	61 0.123953 0.125748;	56 0.12418 0.128421;	62 0.124345 0.189612;	62 0.124369 0.189612;	
215000;	0.125748;	57 0.123953 0.125748;	56 0.124029 0.189612;	56 0.12418 0.128421;	63 0.124284 0.189612;	
217500;	0.125748;	57 0.123953 0.125748;	56 0.124029 0.189612;	56 0.12418 0.128421;	60 0.124284 0.189612;	
220000;	0.125748;	57 0.123953 0.125748;	59 0.123989 0.141536;	56 0.124029 0.189612;	56 0.12418 0.128421;	
222500;	0.125748;	57 0.123953 0.125748;	59 0.123989 0.141536;	56 0.124029 0.189612;	56 0.12418 0.128421;	
225000;	0.125748;	57 0.123953 0.125748;	59 0.123989 0.141536;	56 0.124029 0.189612;	56 0.12418 0.128421;	
227500;	0.125748;	56 0.123953 0.125748;	58 0.123989 0.128421;	56 0.124029 0.189612;	56 0.12418 0.128421;	
230000;	0.125748;	57 0.12391 0.126724;	60 0.123951 0.128421;	56 0.123953 0.125748;	58 0.123989 0.128421;	
232500;	0.125357;	59 0.123756 0.135384;	60 0.123884 0.125357;	57 0.12391 0.126724;	60 0.123951 0.128421;	
235000;	0.125357;	59 0.123756 0.135384;	60 0.123884 0.125357;	55 0.12391 0.128421;	60 0.123951 0.128421;	
237500;	0.125357;	59 0.123756 0.135384;	60 0.123871 0.189612;	60 0.123884 0.125357;	55 0.12391 0.128421;	
240000;	0.125357;	58 0.123756 0.135384;	61 0.123843 0.128421;	60 0.123871 0.189612;	60 0.123884 0.125357;	
242500;	0.125357;	61 0.123279 0.150265;	56 0.123756 0.135384;	61 0.123843 0.128421;	64 0.123844 0.128421;	
245000;	0.125357;	66 0.123021 0.131037;	61 0.123279 0.150265;	56 0.123756 0.135384;	61 0.123843 0.128421;	
247500;	0.125357;	66 0.123021 0.131037;	61 0.123279 0.150265;	61 0.123295 0.128421;	60 0.123628 0.189612;	
250000;	0.125357;	66 0.123021 0.131037;	61 0.123279 0.150265;	61 0.123295 0.128421;	60 0.123509 0.125357;	
Best: Len=60; Trn=0.123884; Val=0.125357; Tst=0.16006;

2500;	0.209045;	8 0.208342 0.209045;	9 0.209751 0.125357;	9 0.210737 0.125357;	11 0.212282 0.257096;	
5000;	0.205589;	19 0.203377 0.205891;	16 0.205603 0.205589;	19 0.205721 0.206405;	17 0.205824 0.208818;	
7500;	0.205589;	19 0.203377 0.205891;	17 0.205568 0.125357;	16 0.205603 0.205589;	16 0.205721 0.209045;	
10000;	0.205589;	19 0.199791 0.207468;	30 0.202212 0.206405;	19 0.203377 0.205891;	28 0.203423 0.125357;	
12500;	0.205589;	19 0.199791 0.207468;	26 0.202204 0.208818;	30 0.202212 0.206405;	19 0.203377 0.205891;	
15000;	0.197305;	26 0.155201 0.197305;	26 0.19444 0.208818;	19 0.199791 0.207468;	37 0.199909 0.208818;	
17500;	0.166153;	32 0.145985 0.166153;	26 0.155201 0.197305;	27 0.155951 0.125357;	26 0.19444 0.208818;	
20000;	0.166153;	32 0.145985 0.166153;	35 0.148792 0.208818;	32 0.153114 0.207468;	26 0.155201 0.197305;	
22500;	0.140284;	30 0.141088 0.140284;	32 0.145985 0.166153;	25 0.148792 0.197305;	27 0.153066 0.125357;	
25000;	0.127704;	32 0.135884 0.127704;	30 0.14018 0.166153;	19 0.141088 0.140284;	42 0.143403 0.125357;	
27500;	0.127704;	31 0.135884 0.127704;	44 0.139911 0.206405;	33 0.140134 0.125357;	30 0.14018 0.166153;	
30000;	0.127704;	34 0.134415 0.14517;	31 0.135884 0.127704;	44 0.139911 0.206405;	30 0.140134 0.125357;	
32500;	0.127704;	34 0.134415 0.14517;	30 0.135884 0.125357;	44 0.139911 0.206405;	30 0.140134 0.125357;	
35000;	0.127704;	34 0.134415 0.14517;	33 0.135664 0.125357;	30 0.135884 0.125357;	46 0.139698 0.140284;	
37500;	0.127379;	43 0.134019 0.127379;	34 0.134415 0.14517;	30 0.134629 0.125357;	33 0.135664 0.125357;	
40000;	0.127379;	43 0.134019 0.127379;	34 0.134415 0.14517;	30 0.134629 0.125357;	33 0.135664 0.125357;	
